Crop_Year,State,Crop,Season,Area_1000_ha,Production_1000_tonnes,Yield_tonnes_per_ha,Annual_Rainfall_mm,Irrigation_pct
2012,Gujarat,Sugarcane,Kharif,227.1,15556.4,68.5,670.1,93.3
2008,Madhya Pradesh,Groundnut,Kharif,168.4,154.9,0.92,732.5,10.8
2012,Madhya Pradesh,Millets,Kharif,545.2,398.0,0.73,818.2,1.9
2019,Andhra Pradesh,Groundnut,Kharif,1274.2,1669.2,1.31,604.9,35.1
2003,Karnataka,Spices,Kharif,155.4,239.3,1.54,1007.4,15.5
2016,Gujarat,Rice,Kharif,705.3,1460.0,2.07,627.4,50.4
2011,Rajasthan,Millets,Kharif,4785.6,3684.9,0.77,459.5,5.7
2016,West Bengal,Vegetables,Kharif,1357.7,22279.9,16.41,1446.9,36.4
2015,West Bengal,Oilseeds,Rabi,404.4,319.5,0.79,35.7,26.8
2015,Maharashtra,Pulses,Kharif,3685.3,2690.3,0.73,486.9,15.0
2004,West Bengal,Tea,Kharif,159.1,251.4,1.58,1868.1,10.3
2006,Madhya Pradesh,Pulses,Rabi,3564.9,2495.4,0.7,52.5,19.2
2001,Bihar,Jute,Kharif,196.8,364.1,1.85,749.7,30.1
2009,Andhra Pradesh,Fruits,Kharif,774.2,6936.8,8.96,438.8,54.5
2012,Kerala,Coffee,Kharif,85.8,68.6,0.8,2091.3,20.4
2008,Rajasthan,Groundnut,Kharif,607.5,631.8,1.04,558.3,28.1
2022,Bihar,Jute,Kharif,216.1,490.5,2.27,851.1,28.0
2011,Telangana,Cotton,Kharif,1678.5,1561.0,0.93,530.9,37.3
2015,Madhya Pradesh,Soybean,Kharif,5603.6,6388.1,1.14,484.4,5.2
2019,Karnataka,Spices,Kharif,186.7,330.5,1.77,1600.6,21.0
2021,Gujarat,Wheat,Rabi,1165.6,3893.1,3.34,29.1,89.2
2003,Madhya Pradesh,Millets,Kharif,477.4,291.2,0.61,613.2,4.1
2021,Tamil Nadu,Groundnut,Kharif,524.4,1075.0,2.05,560.7,51.7
2005,Karnataka,Sugarcane,Kharif,515.0,32965.2,64.01,839.1,94.0
2005,Bihar,Maize,Kharif,653.9,1170.5,1.79,1701.7,39.2
2020,Uttar Pradesh,Pulses,Rabi,2424.0,2375.5,0.98,65.8,52.0
2019,Gujarat,Rice,Kharif,827.0,1563.0,1.89,1121.0,48.4
2017,Karnataka,Millets,Kharif,2041.1,2878.0,1.41,755.3,12.9
2010,Madhya Pradesh,Maize,Kharif,921.9,1641.0,1.78,826.0,23.3
2010,Andhra Pradesh,Fruits,Kharif,817.4,8795.2,10.76,634.3,58.0
2018,Andhra Pradesh,Tobacco,Rabi,158.7,223.8,1.41,73.0,83.0
2007,Madhya Pradesh,Wheat,Rabi,5003.3,9456.2,1.89,88.4,73.2
2004,Andhra Pradesh,Maize,Kharif,800.5,2417.5,3.02,534.3,58.7
2004,Karnataka,Maize,Kharif,1297.8,3244.5,2.5,466.5,28.8
2005,Uttar Pradesh,Wheat,Rabi,9377.2,21661.3,2.31,333.7,86.2
2015,Maharashtra,Millets,Kharif,3094.0,2599.0,0.84,276.3,5.0
2008,Madhya Pradesh,Soybean,Kharif,4994.7,4944.8,0.99,1356.6,4.4
2003,Bihar,Jute,Kharif,209.1,388.9,1.86,1028.0,32.2
2010,Gujarat,Tobacco,Rabi,87.7,117.5,1.34,37.0,83.6
2022,Bihar,Wheat,Rabi,2098.6,6023.0,2.87,70.5,74.0
2013,Karnataka,Soybean,Kharif,294.2,217.7,0.74,611.8,8.0
2010,Rajasthan,Wheat,Rabi,3125.2,9094.3,2.91,47.3,85.0
2004,Gujarat,Vegetables,Rabi,548.4,7441.8,13.57,40.8,79.2
2018,Karnataka,Soybean,Kharif,351.3,281.0,0.8,431.9,7.5
2009,Rajasthan,Soybean,Kharif,883.1,680.0,0.77,242.8,12.3
2016,Andhra Pradesh,Tobacco,Rabi,148.2,251.9,1.7,121.2,75.0
2014,Tamil Nadu,Sugarcane,Kharif,300.1,26186.7,87.26,418.6,98.7
2020,Bihar,Maize,Kharif,687.3,2309.3,3.36,915.9,41.6
2013,Karnataka,Cotton,Kharif,600.3,420.2,0.7,783.5,21.1
2009,Karnataka,Groundnut,Kharif,819.1,671.7,0.82,397.2,20.2
2011,Bihar,Rice,Kharif,3021.9,5379.0,1.78,957.7,56.2
2009,Bihar,Maize,Kharif,591.8,1112.6,1.88,670.6,41.7
2016,Maharashtra,Millets,Kharif,3093.6,2784.2,0.9,513.1,2.4
2003,Goa,Coconut,Kharif,26.4,185.3,7.02,2864.3,16.6
2010,Punjab,Sugarcane,Kharif,114.4,7624.8,66.65,461.3,100
2004,Madhya Pradesh,Pulses,Rabi,3164.8,2247.0,0.71,57.9,19.0
2012,Rajasthan,Groundnut,Kharif,613.5,730.1,1.19,480.8,31.0
2018,Madhya Pradesh,Soybean,Kharif,6275.0,6839.8,1.09,552.3,4.7
2010,Gujarat,Fruits,Kharif,424.3,3950.2,9.31,433.7,53.0
2004,Karnataka,Tobacco,Rabi,62.0,75.6,1.22,132.7,68.7
2004,Madhya Pradesh,Vegetables,Rabi,437.6,5693.2,13.01,70.7,56.3
2012,Bihar,Vegetables,Kharif,839.5,12265.1,14.61,947.4,39.5
2020,Haryana,Sugarcane,Kharif,125.7,8663.2,68.92,335.2,100
2003,West Bengal,Vegetables,Kharif,1297.4,19266.4,14.85,1357.5,34.3
2020,Bihar,Fruits,Kharif,366.2,4555.5,12.44,740.5,41.7
2012,Haryana,Oilseeds,Rabi,637.8,841.9,1.32,43.6,85.2
2022,Karnataka,Vegetables,Kharif,660.5,10759.5,16.29,832.0,42.3
2009,Karnataka,Cotton,Kharif,503.6,287.1,0.57,432.3,20.0
2018,Assam,Jute,Kharif,74.0,131.7,1.78,927.5,6.1
2010,Karnataka,Spices,Kharif,171.2,297.9,1.74,991.4,19.0
2014,Gujarat,Pulses,Kharif,411.4,271.5,0.66,349.8,15.1
2016,West Bengal,Wheat,Rabi,372.9,1014.3,2.72,90.7,50.0
2015,Gujarat,Tobacco,Rabi,84.0,110.0,1.31,21.7,85.6
2022,Assam,Tea,Kharif,339.0,688.2,2.03,1319.7,14.9
2019,Tamil Nadu,Sugarcane,Kharif,374.0,35941.4,96.1,620.0,100
2022,Tamil Nadu,Coconut,Kharif,495.0,5400.4,10.91,760.6,73.7
2001,Karnataka,Coconut,Kharif,455.5,2983.5,6.55,745.8,49.3
2018,Bihar,Maize,Kharif,639.5,1681.9,2.63,398.8,40.2
2008,Kerala,Tea,Kharif,33.3,58.3,1.75,2722.0,4.8
2012,Gujarat,Groundnut,Kharif,2137.2,3034.8,1.42,704.4,42.1
2006,Rajasthan,Cotton,Kharif,465.0,344.1,0.74,410.8,54.3
2004,Maharashtra,Wheat,Rabi,1081.6,1276.3,1.18,57.5,76.3
2014,Telangana,Maize,Kharif,447.5,1163.5,2.6,289.9,40.0
2005,Maharashtra,Vegetables,Kharif,809.3,8627.1,10.66,865.0,43.3
2009,Uttar Pradesh,Maize,Kharif,839.4,1191.9,1.42,590.2,46.3
2001,Andhra Pradesh,Coconut,Kharif,100.8,778.2,7.72,633.0,66.2
2020,Rajasthan,Millets,Kharif,5145.2,5608.3,1.09,300.8,2.6
2019,Kerala,Tea,Kharif,37.3,63.4,1.7,4302.7,9.8
2013,Chhattisgarh,Rice,Kharif,3460.5,5502.2,1.59,2009.7,21.5
2005,Tamil Nadu,Millets,Kharif,373.4,459.3,1.23,625.0,44.3
2013,Maharashtra,Groundnut,Kharif,420.6,416.4,0.99,1037.1,18.5
2022,Andhra Pradesh,Millets,Kharif,435.0,556.8,1.28,499.6,19.0
2002,Karnataka,Millets,Kharif,1943.8,1516.2,0.78,376.4,12.8
2004,West Bengal,Rice,Kharif,4154.5,10053.9,2.42,1545.5,35.7
2019,Maharashtra,Cotton,Kharif,4596.6,4688.5,1.02,1229.1,8.3
2020,Tamil Nadu,Rice,Kharif,2174.7,8220.4,3.78,517.0,96.6
2019,Madhya Pradesh,Soybean,Kharif,6467.6,6661.6,1.03,1604.4,6.8
2010,Tamil Nadu,Millets,Kharif,436.1,649.8,1.49,398.8,40.6
2022,West Bengal,Rice,Kharif,4529.7,12320.8,2.72,1005.0,34.7
2022,West Bengal,Oilseeds,Rabi,356.9,346.2,0.97,35.8,31.0
2007,Uttar Pradesh,Sugarcane,Kharif,2429.8,159662.2,65.71,962.0,93.9
2015,Uttar Pradesh,Vegetables,Rabi,1135.3,20231.0,17.82,115.0,70.8
2012,Karnataka,Sugarcane,Kharif,504.4,41224.6,81.73,682.4,94.7
2017,Madhya Pradesh,Soybean,Kharif,5978.0,7113.8,1.19,1018.4,3.7
2011,Madhya Pradesh,Wheat,Rabi,4332.6,9748.4,2.25,84.0,72.0
2022,Andhra Pradesh,Spices,Kharif,62.6,104.5,1.67,597.3,27.8
2004,Telangana,Soybean,Kharif,180.3,140.6,0.78,638.0,10.7
2008,Haryana,Oilseeds,Rabi,570.3,695.8,1.22,39.0,86.0
2004,Telangana,Pulses,Rabi,404.1,214.2,0.53,112.3,22.6
2004,Gujarat,Groundnut,Kharif,2097.7,2643.1,1.26,668.4,41.3
2017,Chhattisgarh,Pulses,Kharif,409.8,229.5,0.56,930.0,2.3
2003,Assam,Jute,Kharif,71.0,121.4,1.71,1557.2,6.5
2013,Madhya Pradesh,Pulses,Rabi,3149.5,2047.2,0.65,81.5,18.5
2006,Rajasthan,Soybean,Kharif,905.3,896.2,0.99,377.9,10.1
2014,Madhya Pradesh,Cotton,Kharif,621.2,497.0,0.8,502.2,17.4
2017,Karnataka,Vegetables,Kharif,642.8,10998.3,17.11,743.5,39.9
2005,Haryana,Millets,Kharif,486.9,418.7,0.86,467.7,12.3
2021,Haryana,Wheat,Rabi,2754.2,12256.2,4.45,106.6,96.5
2016,Bihar,Pulses,Rabi,537.1,413.6,0.77,45.0,41.1
2019,Karnataka,Pulses,Rabi,2447.3,1419.4,0.58,204.9,16.9
2010,Maharashtra,Soybean,Kharif,4233.4,3979.4,0.94,784.3,2.3
2020,Punjab,Cotton,Kharif,549.8,945.7,1.72,373.0,95.6
2015,Karnataka,Coconut,Kharif,641.7,5422.4,8.45,478.0,48.6
2018,Uttar Pradesh,Maize,Kharif,915.5,1885.9,2.06,588.5,46.4
2014,Rajasthan,Oilseeds,Rabi,3086.3,3364.1,1.09,20.1,71.9
2012,Tamil Nadu,Groundnut,Kharif,505.5,909.9,1.8,440.0,52.1
2021,Gujarat,Rice,Kharif,792.1,1663.4,2.1,740.1,49.6
2013,Tamil Nadu,Rice,Kharif,2055.3,6618.1,3.22,745.0,94.5
2009,Bihar,Vegetables,Kharif,819.2,9625.6,11.75,491.8,43.2
2015,Gujarat,Oilseeds,Rabi,302.9,324.1,1.07,13.0,80.4
2019,Karnataka,Maize,Kharif,1508.7,4858.0,3.22,1119.2,30.6
2012,Maharashtra,Millets,Kharif,2771.9,2356.1,0.85,710.6,8.3
2022,Tamil Nadu,Rice,Rabi,947.2,3750.9,3.96,390.4,95.3
2005,Andhra Pradesh,Cotton,Kharif,689.0,454.7,0.66,932.6,47.4
2011,Rajasthan,Spices,Rabi,46.3,59.3,1.28,29.0,69.3
2012,Karnataka,Coconut,Kharif,500.4,4043.2,8.08,879.3,46.3
2019,Gujarat,Cotton,Kharif,3185.7,4587.4,1.44,978.6,53.8
2010,Bihar,Wheat,Rabi,2169.3,5162.9,2.38,89.9,76.3
2002,Karnataka,Pulses,Rabi,2321.8,835.8,0.36,109.6,11.6
2004,Gujarat,Millets,Kharif,710.2,738.6,1.04,400.2,11.2
2015,Rajasthan,Maize,Kharif,995.0,1512.4,1.52,256.2,22.1
2006,Karnataka,Soybean,Kharif,298.4,214.8,0.72,520.4,9.6
2004,Andhra Pradesh,Pulses,Rabi,657.5,355.1,0.54,96.2,22.7
2003,Andhra Pradesh,Fruits,Kharif,611.8,5585.7,9.13,603.5,58.8
2003,Haryana,Oilseeds,Rabi,500.5,505.5,1.01,43.9,88.0
2012,Andhra Pradesh,Fruits,Kharif,791.5,9727.5,12.29,677.0,51.9
2022,Madhya Pradesh,Wheat,Rabi,4904.4,14909.4,3.04,86.0,72.1
2008,Assam,Rice,Kharif,2487.0,3879.7,1.56,2111.9,9.6
2016,Bihar,Sugarcane,Kharif,279.8,15976.6,57.1,1063.5,69.7
2017,West Bengal,Rice,Kharif,4266.3,11391.0,2.67,1363.9,33.1
2018,Maharashtra,Sugarcane,Kharif,1058.5,81462.2,76.96,434.8,87.5
2010,Andhra Pradesh,Coconut,Kharif,120.0,1113.6,9.28,581.0,65.7
2008,West Bengal,Rice,Kharif,4156.0,10764.0,2.59,881.1,35.2
2018,Haryana,Oilseeds,Rabi,614.0,749.1,1.22,20.0,85.2
2004,Bihar,Pulses,Rabi,463.8,236.5,0.51,26.6,40.3
2012,Chhattisgarh,Rice,Kharif,4175.7,6639.4,1.59,884.4,22.3
2011,Karnataka,Coconut,Kharif,487.3,3942.3,8.09,750.1,50.7
2019,Gujarat,Pulses,Kharif,503.9,322.5,0.64,615.8,15.6
2019,Kerala,Rice,Kharif,299.5,739.8,2.47,2428.0,39.2
2003,Tamil Nadu,Groundnut,Kharif,553.5,786.0,1.42,509.0,46.6
2014,Chhattisgarh,Rice,Kharif,4066.9,6344.4,1.56,787.5,22.8
2014,West Bengal,Rice,Kharif,4347.7,10956.2,2.52,696.5,35.9
2019,Maharashtra,Pulses,Kharif,3502.2,2276.4,0.65,1060.7,8.3
2021,Gujarat,Pulses,Kharif,461.7,364.7,0.79,396.4,12.6
2009,Gujarat,Sugarcane,Kharif,204.7,11833.7,57.81,355.2,96.0
2009,Karnataka,Soybean,Kharif,269.0,172.2,0.64,403.9,8.1
2020,Madhya Pradesh,Vegetables,Rabi,563.0,9278.2,16.48,74.0,56.6
2011,Andhra Pradesh,Sugarcane,Kharif,212.1,15402.7,72.62,558.4,100
2010,Rajasthan,Millets,Kharif,4181.6,3261.6,0.78,411.5,3.3
2002,Telangana,Rice,Kharif,1149.1,2642.9,2.3,499.2,83.6
2005,Odisha,Rice,Kharif,3601.3,4717.7,1.31,2002.4,30.3
2009,Karnataka,Vegetables,Kharif,548.7,7056.3,12.86,493.3,40.2
2007,Kerala,Spices,Kharif,258.2,513.8,1.99,3120.0,7.6
2012,Madhya Pradesh,Cotton,Kharif,599.8,485.8,0.81,642.4,15.3
2014,Andhra Pradesh,Fruits,Kharif,785.0,8517.2,10.85,413.2,56.0
2018,Rajasthan,Groundnut,Kharif,608.2,784.6,1.29,292.7,27.9
2013,Gujarat,Rice,Kharif,730.8,1381.2,1.89,1228.1,49.8
2004,Madhya Pradesh,Millets,Kharif,550.8,363.5,0.66,863.5,4.0
2022,Kerala,Spices,Kharif,261.2,608.6,2.33,2611.0,12.3
2016,Madhya Pradesh,Cotton,Kharif,677.6,589.5,0.87,787.7,13.7
2003,Bihar,Pulses,Rabi,476.9,281.4,0.59,60.0,38.4
2008,Gujarat,Fruits,Kharif,471.9,4171.6,8.84,499.0,56.8
2002,Haryana,Millets,Kharif,471.0,339.1,0.72,199.8,12.3
2017,Madhya Pradesh,Rice,Kharif,1660.4,2723.1,1.64,947.6,24.0
2010,Madhya Pradesh,Millets,Kharif,503.8,337.5,0.67,832.4,1.4
2022,Telangana,Pulses,Rabi,410.0,311.6,0.76,120.6,20.8
2006,West Bengal,Wheat,Rabi,377.1,980.5,2.6,108.3,53.7
2019,Punjab,Rice,Kharif,2925.5,10151.5,3.47,969.2,100
2009,Tamil Nadu,Sugarcane,Kharif,330.4,28744.8,87.0,293.0,97.8
2001,Karnataka,Spices,Kharif,166.9,255.4,1.53,1099.6,21.0
2017,Bihar,Wheat,Rabi,2181.2,5562.1,2.55,77.3,75.2
2003,Rajasthan,Millets,Kharif,4514.0,2076.4,0.46,321.8,6.8
2011,Bihar,Fruits,Kharif,302.0,3723.7,12.33,839.4,40.7
2006,Maharashtra,Vegetables,Kharif,689.1,8779.1,12.74,840.6,44.2
2003,Haryana,Rice,Kharif,1358.4,3885.0,2.86,572.3,97.2
2009,Madhya Pradesh,Pulses,Rabi,3309.2,2151.0,0.65,33.8,20.3
2011,Maharashtra,Sugarcane,Kharif,1165.1,87860.2,75.41,747.6,94.3
2012,Karnataka,Millets,Kharif,1820.6,2312.2,1.27,780.6,12.8
2014,Uttar Pradesh,Maize,Kharif,890.7,1451.8,1.63,636.8,46.5
2001,Haryana,Rice,Kharif,1262.7,3851.2,3.05,710.4,97.9
2009,Telangana,Maize,Kharif,469.1,1107.1,2.36,463.3,39.9
2007,Maharashtra,Groundnut,Kharif,333.9,330.6,0.99,590.7,17.0
2018,Bihar,Jute,Kharif,230.1,474.0,2.06,789.0,30.9
2009,Madhya Pradesh,Rice,Kharif,1666.0,1649.3,0.99,839.9,23.1
2022,Uttarakhand,Wheat,Rabi,377.5,1038.1,2.75,125.2,74.1
2016,Chhattisgarh,Rice,Kharif,4249.4,8498.8,2.0,1265.0,26.1
2019,Maharashtra,Rice,Kharif,1796.8,2838.9,1.58,2065.8,20.1
2014,Uttar Pradesh,Wheat,Rabi,10077.4,27914.4,2.77,142.3,87.0
2005,Tamil Nadu,Tea,Kharif,67.1,111.4,1.66,2370.0,26.8
2020,Gujarat,Millets,Kharif,802.1,1179.1,1.47,475.7,10.2
2019,Karnataka,Millets,Kharif,2218.3,2728.5,1.23,913.4,16.3
2011,Maharashtra,Cotton,Kharif,4099.1,3525.2,0.86,654.9,9.2
2005,Haryana,Sugarcane,Kharif,136.7,6959.4,50.91,498.9,99.4
2006,Gujarat,Rice,Kharif,728.3,1303.7,1.79,618.3,49.8
2003,Rajasthan,Groundnut,Kharif,646.3,620.4,0.96,385.3,29.8
2006,Assam,Jute,Kharif,70.8,123.2,1.74,1951.4,7.3
2005,West Bengal,Rice,Kharif,3730.5,8057.9,2.16,1952.9,33.3
2018,Gujarat,Vegetables,Rabi,525.0,7560.0,14.4,35.4,79.9
2015,Goa,Coconut,Kharif,28.9,195.7,6.77,1593.3,12.7
2008,Uttar Pradesh,Fruits,Kharif,524.2,6840.8,13.05,918.4,59.2
2017,Uttar Pradesh,Maize,Kharif,751.5,1593.2,2.12,736.5,43.9
2022,Karnataka,Millets,Kharif,2018.7,2987.7,1.48,762.5,14.6
2010,Rajasthan,Groundnut,Kharif,612.2,697.9,1.14,426.6,29.4
2012,Punjab,Cotton,Kharif,509.8,718.8,1.41,318.3,96.8
2007,Maharashtra,Rice,Kharif,1639.4,2688.6,1.64,1268.9,23.9
2013,Goa,Coconut,Kharif,25.9,194.8,7.52,3776.9,14.3
2009,Gujarat,Rice,Kharif,676.1,1129.1,1.67,445.8,48.1
2018,Tamil Nadu,Spices,Kharif,102.8,173.7,1.69,580.1,26.2
2001,Bihar,Rice,Kharif,3080.3,3881.2,1.26,1291.6,58.7
2002,Assam,Rice,Kharif,2200.9,2729.1,1.24,825.0,7.3
2019,Bihar,Fruits,Kharif,337.5,3807.0,11.28,1157.7,42.6
2002,West Bengal,Vegetables,Kharif,1317.0,16041.1,12.18,699.4,37.3
2018,Madhya Pradesh,Rice,Kharif,1750.7,2766.1,1.58,644.3,21.6
2012,Telangana,Pulses,Rabi,432.9,281.4,0.65,121.1,17.2
2009,Andhra Pradesh,Coconut,Kharif,108.7,769.6,7.08,349.9,67.5
2006,Andhra Pradesh,Spices,Kharif,61.5,78.1,1.27,650.6,30.4
2015,Madhya Pradesh,Wheat,Rabi,4565.7,9816.3,2.15,83.0,71.2
2013,Karnataka,Coconut,Kharif,573.5,4272.6,7.45,1257.9,50.9
2011,Madhya Pradesh,Millets,Kharif,519.4,379.2,0.73,718.6,2.0
2008,Gujarat,Cotton,Kharif,2625.2,3045.2,1.16,553.9,49.9
2005,Madhya Pradesh,Cotton,Kharif,571.1,279.8,0.49,1425.0,13.0
2007,Rajasthan,Maize,Kharif,1008.1,1330.7,1.32,435.4,21.9
2020,Rajasthan,Groundnut,Kharif,711.6,1060.3,1.49,378.3,29.6
2016,Telangana,Pulses,Rabi,403.3,278.3,0.69,119.1,20.4
2011,Bihar,Wheat,Rabi,2379.5,5568.0,2.34,86.2,74.6
2003,Bihar,Rice,Kharif,3559.0,5338.5,1.5,1142.5,53.8
2002,West Bengal,Rice,Kharif,4254.0,9103.6,2.14,830.3,38.9
2006,West Bengal,Rice,Kharif,4254.0,10805.2,2.54,1636.9,35.3
2007,Telangana,Cotton,Kharif,1637.2,1277.0,0.78,545.8,32.7
2002,Tamil Nadu,Coffee,Kharif,32.8,18.4,0.56,664.8,19.5
2020,Andhra Pradesh,Sugarcane,Kharif,214.5,16555.1,77.18,527.5,96.5
2017,West Bengal,Vegetables,Kharif,1227.1,21866.9,17.82,1528.3,35.7
2014,Assam,Jute,Kharif,71.2,129.6,1.82,1277.4,6.2
2003,Tamil Nadu,Rice,Rabi,713.9,2548.6,3.57,423.7,97.0
2018,Andhra Pradesh,Fruits,Kharif,778.1,8644.7,11.11,432.4,55.4
2019,West Bengal,Jute,Kharif,695.6,1474.7,2.12,2231.1,22.4
2020,Odisha,Rice,Kharif,3229.0,6361.1,1.97,1678.2,29.2
2018,Maharashtra,Millets,Kharif,2983.2,2655.0,0.89,323.1,6.2
2003,Telangana,Soybean,Kharif,194.1,157.2,0.81,724.1,9.3
2007,Uttar Pradesh,Maize,Kharif,827.5,1381.9,1.67,550.5,42.6
2019,Rajasthan,Millets,Kharif,5044.4,4842.6,0.96,611.5,4.1
2015,Gujarat,Vegetables,Rabi,519.0,7971.8,15.36,23.9,83.3
2020,Karnataka,Sugarcane,Kharif,510.9,48193.2,94.33,737.0,96.4
2021,Maharashtra,Groundnut,Kharif,413.2,512.4,1.24,710.5,15.5
2021,Haryana,Rice,Kharif,1358.0,5255.5,3.87,532.9,99.0
2001,Andhra Pradesh,Cotton,Kharif,754.2,407.3,0.54,478.0,44.2
2018,Haryana,Millets,Kharif,519.5,540.3,1.04,216.1,17.5
2013,Haryana,Millets,Kharif,482.1,482.1,1.0,416.3,16.4
2003,Uttar Pradesh,Maize,Kharif,718.8,984.8,1.37,788.1,48.6
2007,Gujarat,Fruits,Kharif,379.3,3508.5,9.25,428.4,55.1
2015,Bihar,Jute,Kharif,199.8,359.6,1.8,672.1,27.7
2005,Tamil Nadu,Rice,Kharif,1877.2,5124.8,2.73,771.9,94.9
2008,Haryana,Millets,Kharif,472.0,481.4,1.02,383.7,13.5
2020,Tamil Nadu,Vegetables,Kharif,417.3,7932.9,19.01,632.5,59.0
2003,Assam,Tea,Kharif,324.3,577.3,1.78,1682.6,13.3
2021,Madhya Pradesh,Oilseeds,Rabi,651.8,677.9,1.04,61.4,56.6
2007,Madhya Pradesh,Rice,Kharif,1529.1,1896.1,1.24,949.3,22.7
2022,Madhya Pradesh,Rice,Kharif,2008.6,3896.7,1.94,1265.3,26.3
2007,Assam,Rice,Kharif,2348.5,4062.9,1.73,2142.2,7.9
2010,Odisha,Rice,Kharif,3768.7,5803.8,1.54,1214.8,28.7
2018,Karnataka,Rice,Kharif,1241.7,3352.6,2.7,679.8,65.3
2001,West Bengal,Vegetables,Kharif,1352.8,19020.4,14.06,1247.6,36.9
2006,Assam,Tea,Kharif,327.3,585.9,1.79,1897.1,15.7
2006,Maharashtra,Groundnut,Kharif,383.6,383.6,1.0,490.9,13.4
2006,Rajasthan,Pulses,Rabi,1817.0,944.8,0.52,30.4,27.5
2010,Karnataka,Coffee,Kharif,210.0,191.1,0.91,1239.4,31.2
2010,Madhya Pradesh,Groundnut,Kharif,229.6,231.9,1.01,757.9,9.0
2007,Uttar Pradesh,Wheat,Rabi,8969.3,24845.0,2.77,219.2,91.1
2013,Maharashtra,Fruits,Kharif,1018.2,10059.8,9.88,1227.4,49.4
2003,Tamil Nadu,Coffee,Kharif,32.7,24.2,0.74,1233.7,19.0
2008,Haryana,Sugarcane,Kharif,126.0,7566.3,60.05,525.5,100
2013,Andhra Pradesh,Groundnut,Kharif,1385.7,1649.0,1.19,403.3,28.8
2013,Maharashtra,Vegetables,Kharif,704.6,8243.8,11.7,1528.3,42.4
2015,Bihar,Maize,Kharif,581.0,1487.4,2.56,492.3,41.6
2018,Haryana,Wheat,Rabi,2534.4,10847.2,4.28,79.1,96.3
2001,Gujarat,Rice,Kharif,695.4,1147.4,1.65,727.9,46.0
2004,West Bengal,Wheat,Rabi,444.1,1110.2,2.5,70.7,48.6
2002,Andhra Pradesh,Rice,Kharif,2111.2,4602.4,2.18,530.4,88.9
2008,Bihar,Jute,Kharif,208.2,414.3,1.99,1017.1,34.3
2021,West Bengal,Oilseeds,Rabi,399.6,371.6,0.93,51.8,33.6
2018,Bihar,Fruits,Kharif,342.8,4141.0,12.08,411.4,40.7
2007,Tamil Nadu,Coconut,Kharif,499.1,4896.2,9.81,648.2,76.9
2019,Madhya Pradesh,Millets,Kharif,597.3,465.9,0.78,978.0,5.1
2003,Rajasthan,Pulses,Rabi,2002.1,941.0,0.47,27.3,31.9
2015,Rajasthan,Millets,Kharif,4816.4,4142.1,0.86,180.4,7.0
2020,Tamil Nadu,Coffee,Kharif,43.1,34.0,0.79,1439.3,20.5
2002,Telangana,Maize,Kharif,328.3,623.8,1.9,436.2,40.4
2012,Punjab,Rice,Kharif,3283.8,13003.8,3.96,673.9,100
2005,Rajasthan,Wheat,Rabi,2873.6,6896.6,2.4,76.5,86.0
2008,Karnataka,Vegetables,Kharif,621.3,9363.0,15.07,652.8,38.6
2020,Madhya Pradesh,Cotton,Kharif,663.0,742.6,1.12,966.3,13.3
2012,Maharashtra,Rice,Kharif,1710.1,3266.3,1.91,1137.1,18.5
2004,Uttar Pradesh,Rice,Kharif,6213.0,12488.1,2.01,727.5,75.8
2021,Karnataka,Pulses,Rabi,2034.0,1444.1,0.71,146.5,15.6
2004,Kerala,Tea,Kharif,38.7,61.1,1.58,2619.0,4.6
2010,Jharkhand,Rice,Kharif,1793.5,3048.9,1.7,1174.1,13.9
2019,Assam,Jute,Kharif,73.4,125.5,1.71,2667.3,5.5
2005,Karnataka,Rice,Kharif,1228.4,3058.7,2.49,1460.1,64.4
2016,Telangana,Cotton,Kharif,1908.7,2519.5,1.32,596.7,33.1
2019,Andhra Pradesh,Maize,Kharif,815.0,3317.1,4.07,810.7,54.0
2022,Madhya Pradesh,Soybean,Kharif,5489.0,6312.3,1.15,497.3,5.2
2017,Assam,Jute,Kharif,69.6,132.9,1.91,1790.9,1.3
2017,Andhra Pradesh,Tobacco,Rabi,152.5,253.1,1.66,80.2,82.8
2006,Andhra Pradesh,Fruits,Kharif,759.7,7916.1,10.42,670.6,58.8
2011,Gujarat,Pulses,Kharif,468.0,313.6,0.67,559.6,14.6
2014,Gujarat,Tobacco,Rabi,90.1,109.0,1.21,21.3,86.2
2002,Haryana,Cotton,Kharif,572.8,412.4,0.72,164.3,91.7
2022,Kerala,Coconut,Kharif,881.9,9833.2,11.15,2510.2,30.2
2005,Telangana,Rice,Kharif,1139.7,2940.4,2.58,1181.4,86.0
2013,Kerala,Coffee,Kharif,89.5,68.9,0.77,3102.8,14.4
2003,Karnataka,Sugarcane,Kharif,396.3,28739.7,72.52,583.1,98.6
2022,Karnataka,Groundnut,Kharif,917.2,1174.0,1.28,608.5,18.8
2021,Karnataka,Rice,Kharif,1015.4,3340.7,3.29,937.9,64.8
2012,Haryana,Sugarcane,Kharif,123.2,7569.4,61.44,384.2,97.6
2013,Rajasthan,Wheat,Rabi,2762.2,7292.2,2.64,61.3,89.6
2010,Haryana,Millets,Kharif,419.2,406.6,0.97,343.1,15.4
2010,Rajasthan,Oilseeds,Rabi,2543.6,2747.1,1.08,32.5,77.1
2019,Gujarat,Groundnut,Kharif,1946.7,2978.5,1.53,822.8,41.0
2020,Tamil Nadu,Sugarcane,Kharif,389.6,40424.9,103.76,546.3,95.2
